name,description,category,price,calories,protein,fat,carbohydrates,image
Chicken Alfredo Pasta #658,Topped with fresh herbs.,Bowl,5.08,218,23.6,23.3,75.0,https://example.com/images/item_658.jpg
Quinoa Salad #659,Delicious and freshly prepared.,Pizza,18.0,767,25.1,17.7,68.9,https://example.com/images/item_659.jpg
Spaghetti Bolognese #660,Rich in flavor and nutrients.,Drink,10.82,403,11.8,10.8,68.4,https://example.com/images/item_660.jpg
Lemonade #661,Perfect for lunch or dinner.,Burger,19.04,178,12.9,11.9,44.9,https://example.com/images/item_661.jpg
Greek Salad #662,Served with a side of bread.,Burger,10.12,610,12.6,4.6,36.8,https://example.com/images/item_662.jpg
Tomato Soup #663,Served with a side of bread.,Pasta,17.36,223,21.2,23.4,47.4,https://example.com/images/item_663.jpg
Cheeseburger #664,A customer favorite with premium ingredients.,Wrap,15.1,530,7.7,8.8,11.8,https://example.com/images/item_664.jpg
Caesar Salad #665,Topped with fresh herbs.,Wrap,15.81,408,25.6,13.3,24.2,https://example.com/images/item_665.jpg
Veggie Wrap #666,A customer favorite with premium ingredients.,Dessert,13.31,254,20.6,19.3,30.1,https://example.com/images/item_666.jpg
Lemonade #667,Perfect for lunch or dinner.,Soup,16.86,711,21.4,6.2,66.1,https://example.com/images/item_667.jpg
Greek Salad #668,Rich in flavor and nutrients.,Salad,13.66,285,14.5,12.0,12.6,https://example.com/images/item_668.jpg
Quinoa Salad #669,Served with a side of bread.,Soup,17.7,132,25.1,24.6,61.7,https://example.com/images/item_669.jpg
Chicken Alfredo Pasta #670,Topped with fresh herbs.,Salad,15.23,290,23.7,23.3,72.1,https://example.com/images/item_670.jpg
Margherita Pizza #671,Served with a side of bread.,Pasta,8.59,562,23.9,6.6,17.2,https://example.com/images/item_671.jpg
Grilled Chicken Sandwich #672,Rich in flavor and nutrients.,Pizza,17.6,172,14.4,5.2,79.4,https://example.com/images/item_672.jpg
Caesar Salad #673,Rich in flavor and nutrients.,Salad,13.05,354,14.8,24.7,79.7,https://example.com/images/item_673.jpg
Quinoa Salad #674,Served with a side of bread.,Wrap,9.38,507,11.1,17.8,47.7,https://example.com/images/item_674.jpg
Spaghetti Bolognese #675,A customer favorite with premium ingredients.,Pizza,15.8,249,10.4,14.0,17.5,https://example.com/images/item_675.jpg
Grilled Chicken Sandwich #676,Topped with fresh herbs.,Burger,7.69,184,23.2,13.7,25.0,https://example.com/images/item_676.jpg
Vegan Buddha Bowl #677,Served with a side of bread.,Dessert,14.04,172,6.0,16.9,16.6,https://example.com/images/item_677.jpg
Caesar Salad #678,Delicious and freshly prepared.,Bowl,5.11,262,28.9,15.6,42.0,https://example.com/images/item_678.jpg
Spaghetti Bolognese #679,Topped with fresh herbs.,Soup,17.07,513,5.9,14.4,21.0,https://example.com/images/item_679.jpg
Margherita Pizza #680,Served with a side of bread.,Soup,13.35,282,7.1,24.6,57.7,https://example.com/images/item_680.jpg
Lemonade #681,Rich in flavor and nutrients.,Pasta,7.15,610,23.5,22.8,22.6,https://example.com/images/item_681.jpg
Spaghetti Bolognese #682,Served with a side of bread.,Wrap,8.7,322,17.6,20.5,78.4,https://example.com/images/item_682.jpg
Chicken Alfredo Pasta #683,Served with a side of bread.,Pasta,6.02,476,9.4,11.2,16.2,https://example.com/images/item_683.jpg
Margherita Pizza #684,A customer favorite with premium ingredients.,Bowl,11.94,719,25.7,7.8,33.9,https://example.com/images/item_684.jpg
Chicken Alfredo Pasta #685,Delicious and freshly prepared.,Pizza,7.19,405,18.5,22.0,39.0,https://example.com/images/item_685.jpg
Tomato Soup #686,Perfect for lunch or dinner.,Dessert,13.44,421,18.9,3.6,64.3,https://example.com/images/item_686.jpg
Turkey Club Sandwich #687,Delicious and freshly prepared.,Dessert,19.05,770,9.0,7.1,18.4,https://example.com/images/item_687.jpg
Cheeseburger #688,Perfect for lunch or dinner.,Sandwich,16.41,302,22.3,4.2,41.6,https://example.com/images/item_688.jpg
Tomato Soup #689,Topped with fresh herbs.,Pasta,6.21,448,5.1,7.5,73.6,https://example.com/images/item_689.jpg
Margherita Pizza #690,Perfect for lunch or dinner.,Sandwich,9.28,336,11.8,6.8,12.6,https://example.com/images/item_690.jpg
Grilled Chicken Sandwich #691,Perfect for lunch or dinner.,Soup,13.85,797,24.6,9.3,15.2,https://example.com/images/item_691.jpg
Greek Salad #692,Perfect for lunch or dinner.,Pizza,12.74,369,19.3,11.8,72.1,https://example.com/images/item_692.jpg
Vegan Buddha Bowl #693,Topped with fresh herbs.,Pasta,12.42,653,22.5,22.2,61.2,https://example.com/images/item_693.jpg
Cheeseburger #694,Served with a side of bread.,Pizza,14.94,177,23.1,18.7,39.3,https://example.com/images/item_694.jpg
Spaghetti Bolognese #695,Delicious and freshly prepared.,Pasta,14.43,308,19.0,4.0,51.1,https://example.com/images/item_695.jpg
Cheeseburger #696,Rich in flavor and nutrients.,Dessert,17.42,149,29.6,24.9,56.7,https://example.com/images/item_696.jpg
Spaghetti Bolognese #697,Rich in flavor and nutrients.,Burger,11.99,799,28.7,24.9,56.9,https://example.com/images/item_697.jpg
Grilled Chicken Sandwich #698,Rich in flavor and nutrients.,Sandwich,12.63,411,12.1,6.5,72.5,https://example.com/images/item_698.jpg
Caesar Salad #699,Delicious and freshly prepared.,Sandwich,19.74,517,11.0,21.1,42.5,https://example.com/images/item_699.jpg
Pepperoni Pizza #700,Delicious and freshly prepared.,Pasta,9.6,774,20.1,21.3,39.6,https://example.com/images/item_700.jpg
Cheeseburger #701,Perfect for lunch or dinner.,Soup,15.79,692,14.4,16.1,50.1,https://example.com/images/item_701.jpg
Chicken Alfredo Pasta #702,Served with a side of bread.,Wrap,16.59,507,10.6,14.7,53.0,https://example.com/images/item_702.jpg
Spaghetti Bolognese #703,Perfect for lunch or dinner.,Wrap,19.46,547,27.5,11.5,73.1,https://example.com/images/item_703.jpg
Pepperoni Pizza #704,Delicious and freshly prepared.,Wrap,9.02,730,16.9,3.5,55.0,https://example.com/images/item_704.jpg
Turkey Club Sandwich #705,Served with a side of bread.,Pasta,17.41,266,5.5,10.4,68.3,https://example.com/images/item_705.jpg
Tomato Soup #706,Perfect for lunch or dinner.,Pizza,8.86,656,24.7,16.0,58.6,https://example.com/images/item_706.jpg
Veggie Wrap #707,Served with a side of bread.,Drink,5.99,776,25.6,3.1,43.3,https://example.com/images/item_707.jpg
Tomato Soup #708,Rich in flavor and nutrients.,Drink,12.27,276,12.4,7.7,21.9,https://example.com/images/item_708.jpg
Cheeseburger #709,A customer favorite with premium ingredients.,Pizza,12.91,469,11.2,16.6,28.4,https://example.com/images/item_709.jpg
Tomato Soup #710,A customer favorite with premium ingredients.,Dessert,15.82,182,28.3,7.9,33.4,https://example.com/images/item_710.jpg
Grilled Chicken Sandwich #711,Perfect for lunch or dinner.,Wrap,9.34,575,22.5,7.8,15.2,https://example.com/images/item_711.jpg
Quinoa Salad #712,A customer favorite with premium ingredients.,Soup,14.63,298,18.0,7.6,37.8,https://example.com/images/item_712.jpg
Quinoa Salad #713,Rich in flavor and nutrients.,Wrap,16.45,752,12.5,12.8,77.0,https://example.com/images/item_713.jpg
Quinoa Salad #714,Delicious and freshly prepared.,Burger,16.13,103,12.8,15.4,45.9,https://example.com/images/item_714.jpg
Veggie Wrap #715,Rich in flavor and nutrients.,Sandwich,16.31,687,8.6,24.1,13.8,https://example.com/images/item_715.jpg
Greek Salad #716,Served with a side of bread.,Drink,5.32,508,20.6,17.1,54.6,https://example.com/images/item_716.jpg
Grilled Chicken Sandwich #717,Topped with fresh herbs.,Bowl,18.96,306,6.0,23.0,53.7,https://example.com/images/item_717.jpg
Greek Salad #718,Topped with fresh herbs.,Soup,14.45,383,17.3,8.5,60.8,https://example.com/images/item_718.jpg
Spaghetti Bolognese #719,A customer favorite with premium ingredients.,Wrap,10.08,362,13.3,10.7,53.6,https://example.com/images/item_719.jpg
Pepperoni Pizza #720,Served with a side of bread.,Salad,6.74,761,9.8,10.5,67.6,https://example.com/images/item_720.jpg
Greek Salad #721,A customer favorite with premium ingredients.,Pasta,8.04,613,28.4,20.7,74.5,https://example.com/images/item_721.jpg
Margherita Pizza #722,Delicious and freshly prepared.,Drink,17.29,321,29.4,21.4,14.0,https://example.com/images/item_722.jpg
Quinoa Salad #723,Perfect for lunch or dinner.,Bowl,15.53,671,6.0,11.9,40.9,https://example.com/images/item_723.jpg
Chocolate Cake #724,Topped with fresh herbs.,Pasta,13.71,684,28.3,14.7,30.0,https://example.com/images/item_724.jpg
Caesar Salad #725,A customer favorite with premium ingredients.,Sandwich,13.52,264,5.7,9.1,77.9,https://example.com/images/item_725.jpg
Chocolate Cake #726,Perfect for lunch or dinner.,Sandwich,5.7,115,12.4,11.2,79.5,https://example.com/images/item_726.jpg
Caesar Salad #727,Delicious and freshly prepared.,Soup,8.49,163,11.3,21.3,39.4,https://example.com/images/item_727.jpg
Tomato Soup #728,Rich in flavor and nutrients.,Bowl,13.16,309,13.9,10.4,48.3,https://example.com/images/item_728.jpg
Chocolate Cake #729,Topped with fresh herbs.,Pizza,10.48,286,11.7,9.8,52.6,https://example.com/images/item_729.jpg
Chicken Alfredo Pasta #730,Topped with fresh herbs.,Soup,19.35,416,8.8,21.6,63.0,https://example.com/images/item_730.jpg
Tomato Soup #731,Perfect for lunch or dinner.,Drink,18.88,352,26.8,17.1,68.1,https://example.com/images/item_731.jpg
Greek Salad #732,Delicious and freshly prepared.,Wrap,15.75,430,27.7,4.3,70.6,https://example.com/images/item_732.jpg
Quinoa Salad #733,Served with a side of bread.,Salad,5.99,336,17.3,7.5,40.9,https://example.com/images/item_733.jpg
Turkey Club Sandwich #734,Served with a side of bread.,Burger,12.66,202,13.3,14.4,60.8,https://example.com/images/item_734.jpg
Tomato Soup #735,A customer favorite with premium ingredients.,Sandwich,18.47,561,13.9,8.9,20.3,https://example.com/images/item_735.jpg
Turkey Club Sandwich #736,A customer favorite with premium ingredients.,Wrap,5.01,376,12.5,15.3,15.5,https://example.com/images/item_736.jpg
Lemonade #737,Topped with fresh herbs.,Wrap,11.45,466,24.3,12.7,61.8,https://example.com/images/item_737.jpg
Pepperoni Pizza #738,Delicious and freshly prepared.,Salad,12.98,172,11.6,15.9,39.4,https://example.com/images/item_738.jpg
Lemonade #739,Topped with fresh herbs.,Dessert,5.59,539,13.8,21.4,61.6,https://example.com/images/item_739.jpg
Spaghetti Bolognese #740,Served with a side of bread.,Bowl,11.25,494,22.1,12.4,68.4,https://example.com/images/item_740.jpg
Caesar Salad #741,Topped with fresh herbs.,Sandwich,19.1,480,29.3,8.4,74.0,https://example.com/images/item_741.jpg
Quinoa Salad #742,Rich in flavor and nutrients.,Sandwich,8.69,261,29.5,15.3,55.8,https://example.com/images/item_742.jpg
Cheeseburger #743,Served with a side of bread.,Drink,7.68,302,22.0,24.2,34.6,https://example.com/images/item_743.jpg
Caesar Salad #744,Perfect for lunch or dinner.,Sandwich,10.02,741,29.0,16.1,43.9,https://example.com/images/item_744.jpg
Greek Salad #745,Served with a side of bread.,Sandwich,17.8,455,26.7,19.9,68.2,https://example.com/images/item_745.jpg
Caesar Salad #746,Topped with fresh herbs.,Pasta,8.05,602,9.7,9.4,38.7,https://example.com/images/item_746.jpg
Margherita Pizza #747,Topped with fresh herbs.,Dessert,8.26,135,16.3,19.2,56.0,https://example.com/images/item_747.jpg
Quinoa Salad #748,Rich in flavor and nutrients.,Drink,11.75,717,13.0,4.9,69.2,https://example.com/images/item_748.jpg
Quinoa Salad #749,Rich in flavor and nutrients.,Pizza,15.23,568,14.3,7.8,39.9,https://example.com/images/item_749.jpg
Pepperoni Pizza #750,Perfect for lunch or dinner.,Pizza,16.56,757,6.4,18.5,76.0,https://example.com/images/item_750.jpg
Chocolate Cake #751,Perfect for lunch or dinner.,Drink,11.44,728,26.6,23.3,23.2,https://example.com/images/item_751.jpg
Greek Salad #752,Topped with fresh herbs.,Drink,13.12,272,14.5,4.2,41.6,https://example.com/images/item_752.jpg
Vegan Buddha Bowl #753,Delicious and freshly prepared.,Burger,9.64,708,16.4,10.4,69.5,https://example.com/images/item_753.jpg
Quinoa Salad #754,Topped with fresh herbs.,Pasta,9.6,224,23.4,9.3,76.0,https://example.com/images/item_754.jpg
Chocolate Cake #755,Topped with fresh herbs.,Sandwich,7.95,300,8.0,23.1,70.4,https://example.com/images/item_755.jpg
Pepperoni Pizza #756,Topped with fresh herbs.,Salad,14.72,194,23.7,3.4,78.9,https://example.com/images/item_756.jpg
Grilled Chicken Sandwich #757,Topped with fresh herbs.,Wrap,12.06,120,20.3,11.2,15.5,https://example.com/images/item_757.jpg
Cheeseburger #758,Served with a side of bread.,Drink,9.52,498,10.0,23.0,15.6,https://example.com/images/item_758.jpg
Cheeseburger #759,Served with a side of bread.,Pasta,18.19,310,14.1,14.1,18.4,https://example.com/images/item_759.jpg
Vegan Buddha Bowl #760,Perfect for lunch or dinner.,Bowl,12.51,474,27.6,20.6,42.5,https://example.com/images/item_760.jpg
Margherita Pizza #761,Delicious and freshly prepared.,Dessert,16.02,338,25.1,9.2,63.9,https://example.com/images/item_761.jpg
Veggie Wrap #762,Perfect for lunch or dinner.,Wrap,11.21,701,28.2,19.4,27.4,https://example.com/images/item_762.jpg
Chicken Alfredo Pasta #763,Served with a side of bread.,Dessert,15.64,780,10.8,18.5,67.9,https://example.com/images/item_763.jpg
Margherita Pizza #764,Rich in flavor and nutrients.,Sandwich,12.71,352,10.5,20.7,44.5,https://example.com/images/item_764.jpg
Spaghetti Bolognese #765,Delicious and freshly prepared.,Drink,16.53,766,9.3,15.5,14.6,https://example.com/images/item_765.jpg
Chicken Alfredo Pasta #766,Delicious and freshly prepared.,Wrap,12.47,513,29.8,13.7,64.5,https://example.com/images/item_766.jpg
Greek Salad #767,Served with a side of bread.,Bowl,9.79,173,29.2,23.7,41.9,https://example.com/images/item_767.jpg
Lemonade #768,Perfect for lunch or dinner.,Sandwich,16.94,475,13.3,7.5,22.6,https://example.com/images/item_768.jpg
Turkey Club Sandwich #769,Delicious and freshly prepared.,Sandwich,8.4,111,22.1,10.5,79.3,https://example.com/images/item_769.jpg
Turkey Club Sandwich #770,Perfect for lunch or dinner.,Bowl,14.58,581,5.5,14.9,27.9,https://example.com/images/item_770.jpg
Turkey Club Sandwich #771,Topped with fresh herbs.,Dessert,10.63,200,13.0,6.9,20.7,https://example.com/images/item_771.jpg
Quinoa Salad #772,Perfect for lunch or dinner.,Soup,11.87,670,8.7,9.9,43.0,https://example.com/images/item_772.jpg
Chicken Alfredo Pasta #773,Delicious and freshly prepared.,Bowl,10.74,246,17.4,16.0,14.2,https://example.com/images/item_773.jpg
Lemonade #774,A customer favorite with premium ingredients.,Dessert,14.42,715,14.1,19.2,17.0,https://example.com/images/item_774.jpg
Caesar Salad #775,A customer favorite with premium ingredients.,Sandwich,10.61,230,14.8,12.1,19.8,https://example.com/images/item_775.jpg
Margherita Pizza #776,Topped with fresh herbs.,Burger,5.01,380,19.4,6.2,27.6,https://example.com/images/item_776.jpg
Chicken Alfredo Pasta #777,A customer favorite with premium ingredients.,Soup,19.41,430,13.3,4.6,16.0,https://example.com/images/item_777.jpg
Veggie Wrap #778,Perfect for lunch or dinner.,Dessert,6.04,172,16.3,11.3,71.3,https://example.com/images/item_778.jpg
Vegan Buddha Bowl #779,Rich in flavor and nutrients.,Sandwich,9.53,422,22.3,18.7,65.9,https://example.com/images/item_779.jpg
Greek Salad #780,Topped with fresh herbs.,Pizza,13.67,523,15.6,18.7,54.4,https://example.com/images/item_780.jpg
Chicken Alfredo Pasta #781,Topped with fresh herbs.,Salad,16.48,284,13.1,7.1,73.5,https://example.com/images/item_781.jpg
Grilled Chicken Sandwich #782,Served with a side of bread.,Pizza,19.05,664,27.6,3.6,29.2,https://example.com/images/item_782.jpg
Caesar Salad #783,Topped with fresh herbs.,Sandwich,5.44,476,6.2,13.5,30.8,https://example.com/images/item_783.jpg
Vegan Buddha Bowl #784,A customer favorite with premium ingredients.,Pizza,9.49,575,18.6,4.7,25.6,https://example.com/images/item_784.jpg
Chocolate Cake #785,Perfect for lunch or dinner.,Salad,16.94,428,29.9,15.5,32.0,https://example.com/images/item_785.jpg
Pepperoni Pizza #786,Topped with fresh herbs.,Bowl,12.61,512,22.5,22.6,67.2,https://example.com/images/item_786.jpg
Grilled Chicken Sandwich #787,Topped with fresh herbs.,Wrap,11.47,717,16.5,21.9,41.5,https://example.com/images/item_787.jpg
Quinoa Salad #788,A customer favorite with premium ingredients.,Sandwich,14.18,137,12.2,19.2,65.9,https://example.com/images/item_788.jpg
Chicken Alfredo Pasta #789,Delicious and freshly prepared.,Drink,15.44,400,29.6,18.1,78.6,https://example.com/images/item_789.jpg
Greek Salad #790,Served with a side of bread.,Soup,13.13,738,10.7,13.6,39.6,https://example.com/images/item_790.jpg
Margherita Pizza #791,Topped with fresh herbs.,Sandwich,9.79,213,7.1,23.3,17.3,https://example.com/images/item_791.jpg
Chocolate Cake #792,Topped with fresh herbs.,Wrap,18.58,653,27.2,10.6,30.5,https://example.com/images/item_792.jpg
Veggie Wrap #793,Delicious and freshly prepared.,Drink,7.34,765,18.1,20.9,28.0,https://example.com/images/item_793.jpg
Lemonade #794,Perfect for lunch or dinner.,Pizza,7.49,576,15.3,13.2,33.0,https://example.com/images/item_794.jpg
Margherita Pizza #795,Topped with fresh herbs.,Soup,7.1,143,25.5,18.0,59.6,https://example.com/images/item_795.jpg
Cheeseburger #796,Perfect for lunch or dinner.,Salad,12.54,560,14.1,24.9,57.2,https://example.com/images/item_796.jpg
Chicken Alfredo Pasta #797,Delicious and freshly prepared.,Bowl,5.47,596,18.0,10.9,36.8,https://example.com/images/item_797.jpg
Caesar Salad #798,Served with a side of bread.,Drink,13.69,770,9.5,14.8,76.7,https://example.com/images/item_798.jpg
Quinoa Salad #799,Perfect for lunch or dinner.,Salad,5.5,300,25.4,8.8,26.2,https://example.com/images/item_799.jpg
Grilled Chicken Sandwich #800,A customer favorite with premium ingredients.,Wrap,5.13,699,18.6,6.8,38.5,https://example.com/images/item_800.jpg
Margherita Pizza #801,Served with a side of bread.,Burger,11.75,673,18.4,24.9,23.5,https://example.com/images/item_801.jpg
Quinoa Salad #802,Served with a side of bread.,Sandwich,8.0,116,9.5,15.7,60.8,https://example.com/images/item_802.jpg
Spaghetti Bolognese #803,Perfect for lunch or dinner.,Burger,7.01,338,11.4,12.0,16.0,https://example.com/images/item_803.jpg
Pepperoni Pizza #804,Rich in flavor and nutrients.,Dessert,11.89,661,23.2,23.6,38.9,https://example.com/images/item_804.jpg
Spaghetti Bolognese #805,A customer favorite with premium ingredients.,Bowl,11.94,258,6.8,21.1,69.2,https://example.com/images/item_805.jpg
Chocolate Cake #806,Rich in flavor and nutrients.,Drink,5.23,477,28.3,17.5,68.4,https://example.com/images/item_806.jpg
Tomato Soup #807,Served with a side of bread.,Sandwich,18.53,786,19.9,16.7,76.2,https://example.com/images/item_807.jpg
Vegan Buddha Bowl #808,Topped with fresh herbs.,Dessert,17.03,605,28.5,12.5,56.3,https://example.com/images/item_808.jpg
Chocolate Cake #809,Served with a side of bread.,Salad,5.65,131,7.2,9.5,43.9,https://example.com/images/item_809.jpg
Spaghetti Bolognese #810,Rich in flavor and nutrients.,Pasta,8.4,114,27.0,17.6,61.5,https://example.com/images/item_810.jpg
Cheeseburger #811,A customer favorite with premium ingredients.,Salad,8.68,197,6.8,7.9,66.9,https://example.com/images/item_811.jpg
Veggie Wrap #812,Topped with fresh herbs.,Pasta,12.24,452,10.6,7.8,40.0,https://example.com/images/item_812.jpg
Lemonade #813,Rich in flavor and nutrients.,Pasta,16.08,788,20.4,12.1,10.7,https://example.com/images/item_813.jpg
Lemonade #814,Served with a side of bread.,Salad,11.23,599,29.2,11.5,30.9,https://example.com/images/item_814.jpg
Turkey Club Sandwich #815,Served with a side of bread.,Wrap,10.61,265,14.1,16.9,35.5,https://example.com/images/item_815.jpg
Grilled Chicken Sandwich #816,Perfect for lunch or dinner.,Dessert,10.99,221,11.0,11.8,76.9,https://example.com/images/item_816.jpg
Chocolate Cake #817,A customer favorite with premium ingredients.,Drink,15.63,611,7.3,22.9,45.9,https://example.com/images/item_817.jpg
Turkey Club Sandwich #818,A customer favorite with premium ingredients.,Bowl,12.57,403,21.4,20.1,71.6,https://example.com/images/item_818.jpg
Greek Salad #819,Served with a side of bread.,Dessert,8.92,188,9.9,14.8,54.1,https://example.com/images/item_819.jpg
Caesar Salad #820,Rich in flavor and nutrients.,Salad,5.65,659,13.9,16.7,14.4,https://example.com/images/item_820.jpg
Greek Salad #821,Topped with fresh herbs.,Wrap,5.52,693,10.2,19.5,12.4,https://example.com/images/item_821.jpg
Caesar Salad #822,Perfect for lunch or dinner.,Dessert,11.83,120,10.6,4.1,20.1,https://example.com/images/item_822.jpg
Spaghetti Bolognese #823,Perfect for lunch or dinner.,Wrap,17.61,153,16.2,20.8,78.3,https://example.com/images/item_823.jpg
Tomato Soup #824,Rich in flavor and nutrients.,Sandwich,12.87,114,27.6,3.7,22.6,https://example.com/images/item_824.jpg
Chicken Alfredo Pasta #825,Perfect for lunch or dinner.,Bowl,19.69,155,9.0,15.1,54.5,https://example.com/images/item_825.jpg
Margherita Pizza #826,Served with a side of bread.,Drink,7.01,241,20.5,6.6,52.5,https://example.com/images/item_826.jpg
Margherita Pizza #827,Delicious and freshly prepared.,Wrap,10.3,475,29.3,24.5,15.7,https://example.com/images/item_827.jpg
Veggie Wrap #828,Topped with fresh herbs.,Dessert,5.94,652,6.8,23.8,42.2,https://example.com/images/item_828.jpg
Grilled Chicken Sandwich #829,Delicious and freshly prepared.,Soup,7.85,285,21.9,7.0,57.8,https://example.com/images/item_829.jpg
Quinoa Salad #830,A customer favorite with premium ingredients.,Pasta,5.81,761,9.2,23.8,29.3,https://example.com/images/item_830.jpg
Grilled Chicken Sandwich #831,Rich in flavor and nutrients.,Dessert,8.78,704,26.6,19.6,23.8,https://example.com/images/item_831.jpg
Vegan Buddha Bowl #832,A customer favorite with premium ingredients.,Dessert,13.76,756,8.2,11.0,59.2,https://example.com/images/item_832.jpg
Veggie Wrap #833,Topped with fresh herbs.,Burger,7.39,294,23.8,24.6,48.6,https://example.com/images/item_833.jpg
Veggie Wrap #834,Delicious and freshly prepared.,Bowl,10.74,151,5.0,16.7,39.1,https://example.com/images/item_834.jpg
Spaghetti Bolognese #835,A customer favorite with premium ingredients.,Pasta,14.91,502,12.1,17.4,78.6,https://example.com/images/item_835.jpg
Veggie Wrap #836,A customer favorite with premium ingredients.,Sandwich,17.04,351,26.0,6.8,50.1,https://example.com/images/item_836.jpg
Spaghetti Bolognese #837,Rich in flavor and nutrients.,Soup,18.45,695,8.3,16.0,22.2,https://example.com/images/item_837.jpg
Veggie Wrap #838,Rich in flavor and nutrients.,Soup,7.7,602,16.4,16.5,57.5,https://example.com/images/item_838.jpg
Margherita Pizza #839,Topped with fresh herbs.,Pizza,9.18,482,15.5,9.1,12.3,https://example.com/images/item_839.jpg
Lemonade #840,Delicious and freshly prepared.,Dessert,5.08,385,26.8,15.4,79.9,https://example.com/images/item_840.jpg
Vegan Buddha Bowl #841,Perfect for lunch or dinner.,Pizza,12.72,692,27.7,18.4,51.5,https://example.com/images/item_841.jpg
Pepperoni Pizza #842,Delicious and freshly prepared.,Dessert,15.74,774,18.6,24.4,60.4,https://example.com/images/item_842.jpg
Lemonade #843,Perfect for lunch or dinner.,Bowl,10.89,251,8.7,23.5,24.6,https://example.com/images/item_843.jpg
Pepperoni Pizza #844,Delicious and freshly prepared.,Burger,11.37,712,24.6,21.3,39.4,https://example.com/images/item_844.jpg
Cheeseburger #845,Topped with fresh herbs.,Burger,9.17,199,14.7,15.2,40.0,https://example.com/images/item_845.jpg
Veggie Wrap #846,Served with a side of bread.,Pizza,10.83,753,26.6,19.0,15.9,https://example.com/images/item_846.jpg
Quinoa Salad #847,Delicious and freshly prepared.,Drink,10.19,127,5.8,14.8,49.5,https://example.com/images/item_847.jpg
Vegan Buddha Bowl #848,Perfect for lunch or dinner.,Soup,9.53,245,28.1,23.0,33.3,https://example.com/images/item_848.jpg
Spaghetti Bolognese #849,Perfect for lunch or dinner.,Pasta,7.19,410,24.8,4.8,55.6,https://example.com/images/item_849.jpg
Caesar Salad #850,A customer favorite with premium ingredients.,Burger,18.47,120,16.4,3.7,11.0,https://example.com/images/item_850.jpg
Cheeseburger #851,Rich in flavor and nutrients.,Salad,7.64,613,14.8,3.5,35.9,https://example.com/images/item_851.jpg
Lemonade #852,Topped with fresh herbs.,Salad,19.44,486,13.7,24.6,79.4,https://example.com/images/item_852.jpg
Cheeseburger #853,A customer favorite with premium ingredients.,Sandwich,14.89,499,12.3,21.5,12.9,https://example.com/images/item_853.jpg
Tomato Soup #854,A customer favorite with premium ingredients.,Wrap,13.32,280,12.8,24.5,10.4,https://example.com/images/item_854.jpg
Tomato Soup #855,Served with a side of bread.,Soup,12.67,686,18.8,21.2,27.4,https://example.com/images/item_855.jpg
Grilled Chicken Sandwich #856,Perfect for lunch or dinner.,Bowl,19.96,195,13.9,19.6,25.0,https://example.com/images/item_856.jpg
Spaghetti Bolognese #857,Delicious and freshly prepared.,Bowl,6.65,243,23.7,3.2,42.9,https://example.com/images/item_857.jpg
Greek Salad #858,A customer favorite with premium ingredients.,Sandwich,9.46,196,24.8,19.2,17.1,https://example.com/images/item_858.jpg
Vegan Buddha Bowl #859,Topped with fresh herbs.,Wrap,5.17,527,12.1,11.6,32.1,https://example.com/images/item_859.jpg
Tomato Soup #860,Delicious and freshly prepared.,Dessert,15.31,696,28.9,6.4,48.7,https://example.com/images/item_860.jpg
Margherita Pizza #861,A customer favorite with premium ingredients.,Salad,5.33,387,5.1,19.9,67.6,https://example.com/images/item_861.jpg
Pepperoni Pizza #862,Topped with fresh herbs.,Pizza,11.04,609,25.7,24.7,49.7,https://example.com/images/item_862.jpg
Chicken Alfredo Pasta #863,A customer favorite with premium ingredients.,Salad,15.79,394,9.2,13.5,11.8,https://example.com/images/item_863.jpg
Spaghetti Bolognese #864,Rich in flavor and nutrients.,Wrap,13.13,653,29.2,15.3,30.1,https://example.com/images/item_864.jpg
Cheeseburger #865,Delicious and freshly prepared.,Dessert,9.06,443,13.2,22.9,46.2,https://example.com/images/item_865.jpg
Turkey Club Sandwich #866,A customer favorite with premium ingredients.,Dessert,5.06,399,21.3,9.1,73.3,https://example.com/images/item_866.jpg
Quinoa Salad #867,Topped with fresh herbs.,Burger,6.13,750,27.3,8.6,67.0,https://example.com/images/item_867.jpg
Veggie Wrap #868,Perfect for lunch or dinner.,Salad,15.42,200,12.8,6.3,36.8,https://example.com/images/item_868.jpg
Pepperoni Pizza #869,Served with a side of bread.,Dessert,18.39,553,25.5,13.3,54.6,https://example.com/images/item_869.jpg
Pepperoni Pizza #870,Rich in flavor and nutrients.,Soup,8.4,357,23.2,24.8,56.4,https://example.com/images/item_870.jpg
Chicken Alfredo Pasta #871,Perfect for lunch or dinner.,Drink,10.72,634,21.2,4.2,28.2,https://example.com/images/item_871.jpg
Caesar Salad #872,A customer favorite with premium ingredients.,Bowl,14.3,746,13.5,16.2,48.0,https://example.com/images/item_872.jpg
Greek Salad #873,Rich in flavor and nutrients.,Salad,9.64,424,22.0,3.6,72.1,https://example.com/images/item_873.jpg
Spaghetti Bolognese #874,Rich in flavor and nutrients.,Bowl,14.45,562,13.6,3.7,19.9,https://example.com/images/item_874.jpg
Veggie Wrap #875,A customer favorite with premium ingredients.,Dessert,17.77,169,26.6,5.7,73.6,https://example.com/images/item_875.jpg
Quinoa Salad #876,Delicious and freshly prepared.,Soup,7.87,159,18.1,18.4,24.5,https://example.com/images/item_876.jpg
